id,author,branch_depth,content,created,current_vote_count,in_focus,is_champion,labels,opposition_count,parent_proposals,primary_label,question,reason_for_change,root_proposal,state,subscription_count,support_count,title,unique_viewer_count,updated
wyx4lc9o5ebp473,35a5f57f8816142e,1,<p>Für das erfassen vom vorhandenen Material können wir ein eigenes Tool nach unseren Bedürfnissen gestalten. Eine Cloud für die Ablage von Daten ist bereits vorhanden. In dieser Können einfach files zB per Chat geteilt werden.</p><p>Möglichkeiten:</p><ul><li><p>Grosse Freiheit wie wir dieses Tool gestalten (Bebildert/Tabellarisch)</p></li><li><p>Anpassungsfähigkeit bei sich verändernden Bedingungen</p></li><li><p>Guter Start um das System zu testen. Wird die Plattform überhaupt genutzt?</p></li></ul><p>Herausforderungen</p><ul><li><p>Sehr viel Aufwand. Wer trägt den? Eine Datenbank müsste auch gepflegt werden.</p></li><li><p>Ein tabellarischer Ansatz würde eine einigermassen genaue Nomenklatur erfordern. Sonst gibts Chaos</p></li></ul><p></p>,2026-08-14 09:21:22.298Z,0,False,False,"[""u6haa7etn99pu49""]",0,"[""i7chbqu0hf4kc4s""]",u6haa7etn99pu49,3o2fj1znev0krvz,Prototyp für die Liste gibt es bereits,i7chbqu0hf4kc4s,Inactive,1,0,Eigenes Tool/Excel Sheet für das WG-Netz Material erstellen,8,2026-08-22 13:23:00.012Z
usjpvaq5nnvjl9w,35a5f57f8816142e,2,"<p><strong>Bestehende Tools nutzen</strong></p><p>Das bestehende Netz von pumpipumpe kann durch die WG's ergänzt werden. Für dezentrale Dinge ist das gut geeignet. Ein allfälliges Zentrallager (Finanzierung?) muss von 'Kümmerer*innen betreut werden, das funktioniert nicht selbstorganisiert.</p><ul><li><p>Es soll definiert werden, welches Material sich optimal zum tauschen/leihen eignet. Vielleicht ist ein Bleistift zu klein, ein Velounterstand zu gross? <strong>(Wäre durch das Tool vorgegeben)</strong></p></li></ul><ul><li><p>Logistik: Co-Nutzung von Veloanhängern (z.B. via Kooperation mit Polyrolli und Carvelo2go? Wo soll ein eigenes Netz aufgebaut werden und wo bestehendes genutzt werden?</p></li><li><p>Haftung: Was passiert, wenn ich vom ausgeliehenen Föhn einen Stromschlag kriege? Was, wenn ich die ausgeliehene Bohrmaschine kaputt mache? <strong>(Wie macht das pumpipumpe?)</strong></p></li></ul><ul><li><p>Wer soll alles teilnehmen können? Offen für alle oder nur WG-Netz -&gt; Kann aussenwirkung entfalten! <strong>(Bei bestehenden Tools würde sich diese Frage erübrigen?)</strong></p></li></ul><p>Nachteil:</p><ul><li><p>Die Idee solche Tools zu Nutzen und damit auch direkt in die Öffentlichkeit zu gehen schmälert den Vernetzungsfaktor von dem Projekt. Die Idee ist nicht nur, dass Material sinnvoll eingesetzt und genutzt wird, sondern auch, dass die WGs dadurch in Austausch oder Kontakt kommen.</p></li></ul><p></p>",2026-08-14 09:25:22.085Z,0,False,False,"[""qoz3dg7s8upvmj5""]",0,"[""d8last7n0bdbqme""]",qoz3dg7s8upvmj5,3o2fj1znev0krvz,Essensteil entfernt,vee7zdpty5ijljm,Inactive,1,0,Nutzen von pumpipumpe.ch als Datenbank was wo vorhanden ist,7,2026-08-25 14:31:40.273Z
8mnhz0jpnllu7jd,35a5f57f8816142e,3,"<h1>Das solidarische Netz der WGs</h1><p>Das WG Netz als kollektiv der kollektive schafft Möglichkeiten:</p><ul><li><p>Sei es das Teilen von Ressourcen, Fähigkeiten oder Informationen.</p></li><li><p>Die Schaffung einer solidarischen Gemeinschaft wo soziale Kontakte geknüpft und miteinander gelernt und die gemeinsamen Interessen gefunden werden können.</p></li><li><p>Bereitstellen von Ressourcen und Kontakten bei der Umsetzung von Projekten, Ideen oder Events.</p></li><li><p>Einen Rahmen bieten um sich mit Personen auszutauschen die sich für eine ähnliche Lebens- bzw. Wohnform entschieden haben.</p></li><li><p>politische Vertretung der Interessen von Menschen, welche in Wohngemeinschaften leben und diese Lebensform für sich ausgesucht haben. <strong>Das WG-Netz soll dabei eine möglichst neutrale Plattform bieten, mit dem Ziel verschiedene politische Akteure zu vernetzen.</strong></p></li></ul><p></p>",2026-08-14 09:37:40.876Z,0,False,False,"[""q04bio9fphn694j""]",0,"[""z5ovabzo2syrqbj""]",q04bio9fphn694j,76q0g006tjtp7gp,Austausch mit Personen in ähnlichen Wohnverhältnissen,l6ue0ntwy9qo9p6,Inactive,2,0,Solidaritätsnetzwerk,6,2026-08-22 13:22:00.008Z
m5vq0q540kenhen,ee5e4e5bfc419bad,1,"<p></p><p>Dezentrale Lagerung in den WGs wird mit Sicherheit nicht aufgehoben, selbst wenn eine gemeinsame Lagerfläche / Zentrallager vorhanden wäre. In einem ersten Schritt braucht es die Erfassung des Materials &amp; eine Kategorisierung (z.B. ""Bleibt in der WG gelagert"" / ""Lagerung im Zentrallager wäre gewünscht"") - nur so wissen wir, ob ein Bedarf für Zentrallagerung besteht und wie hoch ist der ist. </p><p></p>",2026-08-14 10:44:09.934Z,0,False,False,"[""adrzgivw8x6vlnp""]",0,"[""n8luy5w1pc5olz4""]",adrzgivw8x6vlnp,3o2fj1znev0krvz,"Herangehensweise präzisiert es braucht zuerst Klärung, ob Bedarf für ein Zentrallager besteht",n8luy5w1pc5olz4,Inactive,1,0,Wo lagern wir was?,8,2026-08-25 19:32:02.706Z
2w5teh1hty0mznr,ee5e4e5bfc419bad,0,"<p>Verspricht Folgendes: ""Schluss mit Excel-Listen und E-Mail-Chaos. Eine zentrale Plattform für alle Anfragen, mit Echtzeit-Verfügbarkeiten und automatischen Erinnerungen. Kostenlos für gemeinnützige Vereine. (...) Für ehrenamtliche Teams gebaut. Nie wieder verpasste E-Mails. Alle Anfragen an einem Ort, mit Status-Updates, die alle im Team sehen. (...) Schluss mit 'Wo ist der Beamer?'. Echtzeit-Verfügbarkeit, Stückzahlen und Zustände auf einen Blick.""</p>",2026-08-14 10:57:08.935Z,0,False,False,"[""l1f41kw2xd9n1ve""]",0,[],l1f41kw2xd9n1ve,3o2fj1znev0krvz,,,Inactive,2,0,ausleih.app nutzen,6,2026-08-22 13:23:00.013Z
jm45hx8bajf99lv,762fef61cd09705e,3,"<h1>Das solidarische Netz der WGs</h1><p>Das WG Netz als kollektiv der kollektive schafft Möglichkeiten:</p><ul><li><p>Sei es das Teilen von Ressourcen, Fähigkeiten oder Informationen.</p></li><li><p>Die Schaffung einer solidarischen Gemeinschaft wo soziale Kontakte geknüpft und miteinander gelernt und die gemeinsamen Interessen gefunden werden können.</p></li><li><p><strong>Vertretung von Interessen und Anliegen von Menschen, welche in Wohngemeinschaften leben und diese Lebensform für sich ausgesucht haben. Es steht für solidarische Grundhaltungen und dient als eine der politischen Stimmen für nachhaltiges und gemeinschaftliches Wohnen.</strong></p></li></ul><p></p>",2026-08-14 12:15:09.542Z,0,False,False,"[""q04bio9fphn694j""]",0,"[""yuk7erdsr4l9gbd""]",q04bio9fphn694j,76q0g006tjtp7gp,Politische Involvierung offen halten; gemeinsame Grundhaltungen und Werte festlegen.,l6ue0ntwy9qo9p6,Inactive,2,0,Solidaritätsnetzwerk,8,2026-08-22 13:22:00.008Z
eesc7p17sxod25m,762fef61cd09705e,2,<p>Material-Chat als Unterchat für den Haupt-WGNetz chat einbinden. Damit haben wir eine Plattform wo benötigte Dinge gesucht werden können. Die Verleihung von dezentralem WG-Material kann von den Bewohnenden organisiert werden. Ein Zentrallager würde eine Verantwortliche Person/AG benötigen.</p><p>Vorteile:</p><ul><li><p>Sehr geringer Aufwand</p></li><li><p>Keine Pflege</p></li><li><p>Relativ schnelle und unkomplizierte bilaterale Abwicklung</p></li></ul><p>Nachteile:</p><ul><li><p>Geringe bis keine Reichweite über das WG-Netz hinaus</p></li><li><p>Evtl. nicht niederschwellig genug?</p></li><li><p>Keine neuen gemeinsamen Anschaffungen - wäre dies überhaupt ein Ziel? </p></li></ul><p></p>,2026-08-14 12:26:46.301Z,0,False,False,"[""tp3x2zythnef3ou""]",0,"[""px3acjduduouqz6""]",tp3x2zythnef3ou,3o2fj1znev0krvz,Vorhandenes mehr Teilen oder auch neues als gemeinsames anschaffen?,rgjhcdyr8kdvxyz,Inactive,2,0,"Im Material-Chat fragen, wenn jemensch was braucht",8,2026-08-25 14:26:19.521Z
m0zn817n9g4w07p,216bb226ec191993,3,"<p>Verspricht Folgendes: ""Schluss mit Excel-Listen und E-Mail-Chaos. Eine zentrale Plattform für alle Anfragen, mit Echtzeit-Verfügbarkeiten und automatischen Erinnerungen. Kostenlos für gemeinnützige Vereine. (...) Für ehrenamtliche Teams gebaut. Nie wieder verpasste E-Mails. Alle Anfragen an einem Ort, mit Status-Updates, die alle im Team sehen. (...) Schluss mit 'Wo ist der Beamer?'. Echtzeit-Verfügbarkeit, Stückzahlen und Zustände auf einen Blick.""</p><p></p><p><strong>ausleih.app scheint mir geeigneter als pumpipumpe</strong></p>",2026-08-14 13:16:22.821Z,0,False,False,"[""l1f41kw2xd9n1ve"", ""qoz3dg7s8upvmj5""]",0,"[""2w5teh1hty0mznr"", ""usjpvaq5nnvjl9w""]",l1f41kw2xd9n1ve,3o2fj1znev0krvz,Zusammenführen von zwei Lösungsansätzen,2w5teh1hty0mznr,Inactive,1,0,ausleih.app nutzen,4,2026-08-25 14:30:39.311Z
gjnpljxyyh1y1fv,216bb226ec191993,2,"<p>Verspricht Folgendes: ""Schluss mit Excel-Listen und E-Mail-Chaos. Eine zentrale Plattform für alle Anfragen, mit Echtzeit-Verfügbarkeiten und automatischen Erinnerungen. Kostenlos für gemeinnützige Vereine. (...) Für ehrenamtliche Teams gebaut. Nie wieder verpasste E-Mails. Alle Anfragen an einem Ort, mit Status-Updates, die alle im Team sehen. (...) Schluss mit 'Wo ist der Beamer?'. Echtzeit-Verfügbarkeit, Stückzahlen und Zustände auf einen Blick.""</p><p></p><p><strong>Das </strong><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""http://ausleih.app""><strong>ausleih.app</strong></a><strong> könnte uns evtl die Arbeit ersparen ein eigenes Tool zu entwickeln und scheint gut auf unsere Bedürfnisse angepasst zu sein</strong></p>",2026-08-14 13:18:23.469Z,0,True,True,"[""l1f41kw2xd9n1ve"", ""u6haa7etn99pu49""]",0,"[""2w5teh1hty0mznr"", ""wyx4lc9o5ebp473""]",l1f41kw2xd9n1ve,3o2fj1znev0krvz,Zusammenführen von zwei ähnlichen Lösungsansätzen,2w5teh1hty0mznr,FinalWinner,3,0,ausleih.app nutzen,8,2026-08-25 14:29:42.772Z
creod2dm6xewo2s,216bb226ec191993,4,"<p>Verspricht Folgendes: ""Schluss mit Excel-Listen und E-Mail-Chaos. Eine zentrale Plattform für alle Anfragen, mit Echtzeit-Verfügbarkeiten und automatischen Erinnerungen. Kostenlos für gemeinnützige Vereine. (...) Für ehrenamtliche Teams gebaut. Nie wieder verpasste E-Mails. Alle Anfragen an einem Ort, mit Status-Updates, die alle im Team sehen. (...) Schluss mit 'Wo ist der Beamer?'. Echtzeit-Verfügbarkeit, Stückzahlen und Zustände auf einen Blick.""</p><p></p><p><strong>Die ausleih.app scheint eine gute Alternative zu pumpipumpe und excel-sheet</strong></p>",2026-08-14 13:20:57.267Z,0,False,False,"[""l1f41kw2xd9n1ve"", ""qoz3dg7s8upvmj5"", ""u6haa7etn99pu49""]",0,"[""m0zn817n9g4w07p"", ""gjnpljxyyh1y1fv""]",l1f41kw2xd9n1ve,3o2fj1znev0krvz,@nik 3 Ideen verbinden zu können wäre praktisch,2w5teh1hty0mznr,Inactive,1,0,ausleih.app nutzen,7,2026-08-25 14:31:50.667Z
626n317m1w4j7lo,216bb226ec191993,3,"<p>Ob die Notwendigkeit für ein Zentrallager besteht hängt also davon ab ob: </p><ol><li><p>Die WGs voriges Material haben, das dem WG-Netz (also allen) zur freien Verfügung gestellt werden soll</p></li><li><p>Wir uns als Kollektiv gemeinsame Anschaffungen leisten wollen</p></li></ol><p></p><p>Wie finden wir das raus?</p><p></p>",2026-08-14 13:33:28.774Z,0,False,True,"[""adrzgivw8x6vlnp"", ""tp3x2zythnef3ou"", ""1ec7as8s4fpt135""]",0,"[""m5vq0q540kenhen"", ""eesc7p17sxod25m""]",1ec7as8s4fpt135,3o2fj1znev0krvz,Zusammenfassen von Motiven,n8luy5w1pc5olz4,Inactive,1,0,Wo lagern wir was?,9,2026-08-25 14:26:02.759Z
cu6kgkeod5v8oxj,407be8b01d4ce342,2,"<p>Das WG-Netz erfasst alle vorhandenen Orte (WGs oder Zentrallager) wo Material zum Teilen im Netz gelagert ist oder aktuell gelagert werden könnte. </p><p>Kategorisierung (z.B. ""Bleibt in der WG gelagert"" / ""Lagerung im Zentrallager wäre gewünscht"") -&gt; Bedarf für Zentrallagerung ermitteln</p>",2026-08-16 14:50:47.967Z,0,False,False,"[""adrzgivw8x6vlnp""]",0,"[""m5vq0q540kenhen""]",adrzgivw8x6vlnp,3o2fj1znev0krvz,Zur besseren Verständlichkeit umstrukturiert und für kombi vorbereitet,n8luy5w1pc5olz4,Inactive,1,0,Wo lagern wir was?,5,2026-08-25 19:32:06.236Z
2k4q9z9tfrakikx,407be8b01d4ce342,0,"<p>Wir haben eine Material Verantwortliche Arbeitsgruppe, diese Entscheidet über ihre Arbeitsweise selbstständig aber in Absprache mit dem WG Netz.</p><p></p><p>Ihre Verantwortlichkeit: </p><ul><li><p>Material soll über WGional möglichst niederschwellig für Mitglieder des WG-Netz zugänglich gemacht werden</p></li><li><p>Lösung für das Koordinieren des Teilens verwalten</p></li><li><p>Teilen zwischen WGs stärken - Feedback dazu einholen und verbesserungsvorschläge</p></li></ul><p></p><p>Nicht Verantwortlichkeit:</p><ul><li><p>Material überprüfen/verwalten </p></li><li><p>Verschwundenes/Kaputtes Material nachrennen</p></li></ul><p></p>",2026-08-16 14:57:32.304Z,0,False,True,"[""bpeokzmk3ih7nan""]",0,[],bpeokzmk3ih7nan,3o2fj1znev0krvz,,,Inactive,1,0,Material AG,6,2026-08-25 14:27:05.928Z
y9eb6fxeu3zpepy,407be8b01d4ce342,3,"<p>Wir haben eine Material Verantwortliche Arbeitsgruppe, diese Entscheidet über ihre Arbeitsweise selbstständig aber in Absprache mit dem WG Netz.</p><p></p><p>Ihre Verantwortlichkeit:</p><ul><li><p>Material soll über WGional möglichst niederschwellig für Mitglieder des WG-Netz zugänglich gemacht werden</p></li><li><p>Lösung für das Koordinieren des Teilens verwalten</p></li><li><p>Teilen zwischen WGs stärken - Feedback dazu einholen und verbesserungsvorschläge</p></li></ul><p></p><p>Nicht Verantwortlichkeit:</p><ul><li><p>Material überprüfen/verwalten</p></li><li><p>Verschwundenes/Kaputtes Material nachrennen</p></li></ul><p></p><p>Vorgeschlagene Arbeitsweise:</p><p>Die AG erfasst alle vorhandenen Orte (WGs oder Zentrallager) wo Material zum Teilen im Netz gelagert ist oder aktuell gelagert werden könnte.</p><p>Sowie das Material, dass da vorhanden ist (aktuell)</p><p>Kategorisierung (z.B. ""Bleibt in der WG gelagert"" / ""Lagerung im Zentrallager wäre gewünscht"") -&gt; Bedarf für Zentrallagerung ermitteln</p><p></p><p>-&gt; versucht diese liste aktuell zu halten (änderungsMeldepflicht bei WGs) </p>",2026-08-16 15:04:34.773Z,0,True,True,"[""bpeokzmk3ih7nan"", ""adrzgivw8x6vlnp"", ""8wn5n2qfjcgn3wg""]",0,"[""2k4q9z9tfrakikx"", ""cu6kgkeod5v8oxj""]",8wn5n2qfjcgn3wg,3o2fj1znev0krvz,Arbeitsweise der Mat AG klären,2k4q9z9tfrakikx,FinalWinner,3,0,Material AG Verwaltet Erfassung von Orten und Mat,11,2026-08-26 09:43:43.563Z
